db.Total.Records,db.Year.of.Breach
"69,600,000",2017
"120,000,000",2017
"145,500,000",2017
"198,000,000",2017
"1,370,000,000",2017
1,2018
1,2018
1,2018
1,2018
1,2018
1,2018
1,2018
1,2018
1,2018
1,2018
1,2018
1,2018
1,2018
1,2018
1,2018
1,2018
1,2018
1,2018
1,2018
1,2018
1,2018
1,2018
1,2018
1,2018
1,2018
1,2018
1,2018
1,2018
1,2018
1,2018
1,2018
1,2018
1,2018
1,2018
1,2018
1,2018
1,2018
1,2018
1,2018
1,2018
1,2018
1,2018
1,2018
1,2018
1,2018
1,2018
1,2018
1,2018
1,2018
1,2018
1,2018
1,2018
1,2018
1,2018
1,2018
2,2018
2,2018
2,2018
2,2018
2,2018
2,2018
3,2018
3,2018
3,2018
5,2018
5,2018
5,2018
5,2018
6,2018
6,2018
7,2018
7,2018
8,2018
8,2018
9,2018
9,2018
9,2018
10,2018
12,2018
14,2018
15,2018
16,2018
17,2018
18,2018
18,2018
19,2018
23,2018
24,2018
24,2018
25,2018
25,2018
26,2018
27,2018
27,2018
29,2018
30,2018
31,2018
32,2018
32,2018
33,2018
35,2018
36,2018
37,2018
43,2018
47,2018
50,2018
53,2018
54,2018
55,2018
55,2018
57,2018
58,2018
71,2018
73,2018
74,2018
76,2018
76,2018
77,2018
80,2018
81,2018
81,2018
86,2018
90,2018
91,2018
92,2018
92,2018
93,2018
99,2018
105,2018
109,2018
109,2018
110,2018
114,2018
115,2018
117,2018
125,2018
137,2018
137,2018
139,2018
141,2018
142,2018
149,2018
150,2018
158,2018
158,2018
160,2018
178,2018
182,2018
187,2018
191,2018
191,2018
192,2018
193,2018
194,2018
204,2018
218,2018
220,2018
223,2018
225,2018
228,2018
228,2018
229,2018
241,2018
246,2018
246,2018
248,2018
251,2018
251,2018
253,2018
256,2018
262,2018
269,2018
281,2018
287,2018
287,2018
292,2018
297,2018
297,2018
300,2018
310,2018
313,2018
315,2018
325,2018
328,2018
334,2018
335,2018
336,2018
336,2018
341,2018
346,2018
349,2018
353,2018
355,2018
357,2018
357,2018
359,2018
366,2018
409,2018
410,2018
413,2018
423,2018
443,2018
455,2018
457,2018
465,2018
485,2018
489,2018
494,2018
495,2018
500,2018
500,2018
500,2018
500,2018
500,2018
500,2018
500,2018
500,2018
500,2018
500,2018
500,2018
500,2018
500,2018
500,2018
500,2018
500,2018
500,2018
500,2018
500,2018
500,2018
500,2018
500,2018
500,2018
500,2018
500,2018
500,2018
500,2018
500,2018
501,2018
513,2018
515,2018
533,2018
538,2018
544,2018
552,2018
557,2018
563,2018
565,2018
568,2018
573,2018
581,2018
586,2018
588,2018
589,2018
595,2018
597,2018
597,2018
600,2018
600,2018
607,2018
607,2018
607,2018
614,2018
623,2018
627,2018
627,2018
628,2018
630,2018
632,2018
634,2018
659,2018
660,2018
662,2018
667,2018
667,2018
670,2018
670,2018
671,2018
679,2018
683,2018
685,2018
696,2018
700,2018
703,2018
706,2018
710,2018
720,2018
722,2018
722,2018
728,2018
734,2018
735,2018
741,2018
741,2018
758,2018
779,2018
790,2018
800,2018
800,2018
800,2018
812,2018
813,2018
816,2018
819,2018
824,2018
839,2018
842,2018
843,2018
854,2018
855,2018
855,2018
857,2018
861,2018
861,2018
864,2018
867,2018
871,2018
875,2018
900,2018
900,2018
910,2018
917,2018
925,2018
931,2018
949,2018
963,2018
989,2018
994,2018
"1,000",2018
"1,015",2018
"1,021",2018
"1,030",2018
"1,032",2018
"1,050",2018
"1,070",2018
"1,071",2018
"1,086",2018
"1,087",2018
"1,087",2018
"1,095",2018
"1,100",2018
"1,100",2018
"1,101",2018
"1,112",2018
"1,121",2018
"1,123",2018
"1,130",2018
"1,131",2018
"1,144",2018
"1,154",2018
"1,165",2018
"1,176",2018
"1,215",2018
"1,246",2018
"1,253",2018
"1,254",2018
"1,263",2018
"1,266",2018
"1,290",2018
"1,298",2018
"1,303",2018
"1,309",2018
"1,310",2018
"1,311",2018
"1,331",2018
"1,345",2018
"1,357",2018
"1,362",2018
"1,411",2018
"1,412",2018
"1,418",2018
"1,424",2018
"1,449",2018
"1,456",2018
"1,463",2018
"1,480",2018
"1,494",2018
"1,500",2018
"1,502",2018
"1,512",2018
"1,541",2018
"1,567",2018
"1,600",2018
"1,600",2018
"1,618",2018
"1,647",2018
"1,658",2018
"1,664",2018
"1,670",2018
"1,692",2018
"1,706",2018
"1,711",2018
"1,717",2018
"1,733",2018
"1,755",2018
"1,764",2018
"1,765",2018
"1,776",2018
"1,776",2018
"1,790",2018
"1,805",2018
"1,834",2018
"1,839",2018
"1,843",2018
"1,854",2018
"1,868",2018
"1,870",2018
"1,882",2018
"1,887",2018
"1,922",2018
"1,951",2018
"2,000",2018
"2,000",2018
"2,032",2018
"2,050",2018
"2,077",2018
"2,078",2018
"2,098",2018
"2,100",2018
"2,128",2018
"2,130",2018
"2,174",2018
"2,180",2018
"2,182",2018
"2,231",2018
"2,264",2018
"2,280",2018
"2,284",2018
"2,295",2018
"2,300",2018
"2,395",2018
"2,431",2018
"2,442",2018
"2,450",2018
"2,450",2018
"2,500",2018
"2,500",2018
"2,508",2018
"2,545",2018
"2,553",2018
"2,553",2018
"2,583",2018
"2,634",2018
"2,640",2018
"2,675",2018
"2,693",2018
"2,709",2018
"2,793",2018
"2,814",2018
"2,834",2018
"2,837",2018
"2,889",2018
"2,900",2018
"2,996",2018
"3,000",2018
"3,011",2018
"3,017",2018
"3,029",2018
"3,202",2018
"3,265",2018
"3,350",2018
"3,453",2018
"3,500",2018
"3,677",2018
"3,731",2018
"3,734",2018
"3,751",2018
"3,758",2018
"3,775",2018
"3,790",2018
"3,808",2018
"3,817",2018
"3,840",2018
"3,882",2018
"3,907",2018
"3,956",2018
"4,000",2018
"4,054",2018
"4,058",2018
"4,059",2018
"4,086",2018
"4,292",2018
"4,348",2018
"4,476",2018
"4,521",2018
"4,549",2018
"4,586",2018
"4,624",2018
"4,686",2018
"4,753",2018
"4,824",2018
"5,123",2018
"5,207",2018
"5,228",2018
"5,485",2018
"5,593",2018
"5,600",2018
"5,649",2018
"5,799",2018
"5,876",2018
"6,094",2018
"6,178",2018
"6,200",2018
"6,346",2018
"6,346",2018
"6,403",2018
"6,510",2018
"6,546",2018
"6,550",2018
"6,737",2018
"6,737",2018
"6,781",2018
"6,836",2018
"7,475",2018
"7,582",2018
"7,690",2018
"8,000",2018
"8,300",2018
"8,435",2018
"9,182",2018
"9,387",2018
"9,428",2018
"9,578",2018
"9,627",2018
"9,956",2018
"10,000",2018
"10,000",2018
"10,000",2018
"10,200",2018
"10,313",2018
"10,396",2018
"10,862",2018
"10,878",2018
"10,988",2018
"11,000",2018
"11,000",2018
"11,248",2018
"11,362",2018
"11,521",2018
"11,552",2018
"12,158",2018
"12,724",2018
"13,034",2018
"13,443",2018
"13,500",2018
"13,927",2018
"13,942",2018
"15,046",2018
"15,552",2018
"15,974",2018
"15,995",2018
"16,000",2018
"16,000",2018
"16,154",2018
"16,429",2018
"16,762",2018
"17,618",2018
"17,639",2018
"18,436",2018
"18,500",2018
"19,101",2018
"19,807",2018
"20,015",2018
"20,800",2018
"21,311",2018
"22,661",2018
"23,020",2018
"24,000",2018
"25,000",2018
"26,598",2018
"26,678",2018
"27,997",2018
"29,528",2018
"30,000",2018
"30,799",2018
"31,151",2018
"33,644",2018
"33,821",2018
"34,637",2018
"35,136",2018
"36,305",2018
"37,005",2018
"38,000",2018
"40,621",2018
"40,800",2018
"41,000",2018
"42,200",2018
"42,625",2018
"44,600",2018
"44,977",2018
"44,979",2018
"45,000",2018
"50,000",2018
"53,173",2018
"55,947",2018
"63,049",2018
"63,551",2018
"63,627",2018
"64,487",2018
"70,320",2018
"75,000",2018
"77,587",2018
"81,550",2018
"104,649",2018
"105,309",2018
"105,626",2018
"134,512",2018
"162,507",2018
"168,490",2018
"187,749",2018
"200,000",2018
"205,434",2018
"276,057",2018
"276,057",2018
"279,865",2018
"301,000",2018
"417,000",2018
"500,000",2018
"538,127",2018
"566,236",2018
"582,174",2018
"662,475",2018
"1,500,000",2018
"2,000,000",2018
"2,000,000",2018
"3,000,000",2018
"3,030,920",2018
"3,500,000",2018
"5,000,000",2018
"6,000,000",2018
"11,000,000",2018
"19,501,300",2018
"27,000,000",2018
"37,000,000",2018
"40,000,000",2018
"47,000,000",2018
"50,000,000",2018
"74,000,000",2018
"92,283,900",2018
"113,500,000",2018
"150,000,000",2018
"340,000,000",2018
,2018
,2018
